iter	Logloss
375	0.01846729502
376	0.01840315351
377	0.01837598671
378	0.01821704151
379	0.01815044299
380	0.01807256899
381	0.01798328899
382	0.01787017654
383	0.01776151012
384	0.01765479595
385	0.01756167216
386	0.01746353023
387	0.01743872047
388	0.01741722678
389	0.017294273
390	0.01717328542
391	0.01713193461
392	0.01705418862
393	0.01694800753
394	0.01691840396
395	0.01687165304
396	0.0168516923
397	0.01674500449
398	0.01665084533
399	0.01655996348
400	0.01649524152
401	0.01647538518
402	0.01640390489
403	0.01636858279
404	0.01633553343
405	0.01628167419
406	0.01625565694
407	0.01618972709
408	0.01613228401
409	0.01604466707
410	0.01593742438
411	0.01585838699
412	0.01580959784
413	0.01571364525
414	0.01560948061
415	0.01554298675
416	0.01551689303
417	0.0154620608
418	0.01538788953
419	0.01537439911
420	0.01534546955
421	0.01528153096
422	0.01519888949
423	0.01516283844
424	0.01511569394
425	0.01503081183
426	0.01499091528
427	0.0149782697
428	0.01490597968
429	0.01487732756
430	0.01477302341
431	0.01467040124
432	0.01464888237
433	0.01458886287
434	0.01451982307
435	0.01445697772
436	0.0144459169
437	0.0144221893
438	0.01434164349
439	0.01427503981
440	0.01421197353
441	0.01414077414
442	0.01412960579
443	0.01409714621
444	0.01402928318
445	0.01396079943
446	0.01388379147
447	0.01385781076
448	0.01383647354
449	0.01382665231
450	0.01380366423
451	0.01379370826
452	0.01374590266
453	0.01373640768
454	0.0136877301
455	0.01366176792
456	0.01363737282
457	0.01357363898
458	0.01354518815
459	0.01348099418
460	0.01344221631
461	0.01339983947
462	0.01337783782
463	0.01328971716
464	0.0132213489
465	0.01313108659
466	0.01303175857
467	0.01302478042
468	0.01296417865
469	0.01295410001
470	0.01289510472
471	0.01283305482
472	0.01279795457
473	0.0127672143
474	0.01270777121
475	0.01264732257
476	0.01260032077
477	0.01256902882
478	0.01248832837
479	0.01243681606
480	0.01238349871
481	0.0123752522
482	0.01235740388
483	0.01235739703
484	0.01231420556
485	0.01222450229
486	0.01220598342
487	0.01214076628
488	0.01207004405
489	0.01199079408
490	0.01191457087
491	0.01185607649
492	0.01181218203
493	0.01179561396
494	0.01175745296
495	0.01175040943
496	0.01169789425
497	0.01164469969
498	0.01159610635
499	0.01153319993
500	0.01148503878
501	0.01144795152
502	0.01140295154
503	0.01132741422
504	0.01132085588
505	0.01129430399
506	0.01126192552
507	0.01120653143
508	0.01119137104
509	0.01115708431
510	0.0111177887
511	0.01106246965
512	0.01104061213
513	0.01102283331
514	0.01098470376
515	0.01098469834
516	0.0109319377
517	0.01092672113
518	0.01085294702
519	0.01079626128
520	0.01073899899
521	0.01069609559
522	0.01065509895
523	0.01062703655
524	0.01061082173
525	0.01057228229
526	0.01054200026
527	0.01049341938
528	0.01047032272
529	0.01043733796
530	0.01038726856
531	0.0103448157
532	0.0103251722
533	0.01028134696
534	0.01023711868
535	0.01018721665
536	0.01014691405
537	0.01012741404
538	0.0101039606
539	0.0100372723
540	0.01000512906
541	0.009977445096
542	0.00993637668
543	0.009921857941
544	0.009912150573
545	0.009877530355
546	0.009837978514
547	0.009792840083
548	0.009774884502
549	0.009752765339
550	0.009725642778
551	0.009693018256
552	0.009655251292
553	0.009619858856
554	0.009596800047
555	0.009561520688
556	0.009534316306
557	0.009504650092
558	0.009447049755
559	0.009413485652
560	0.009396447076
561	0.009387441065
562	0.009366442744
563	0.009366442026
564	0.009356812108
565	0.009309539067
566	0.009286390998
567	0.009248726408
568	0.009211538982
569	0.009186762372
570	0.009154286356
571	0.009115170506
572	0.009090785779
573	0.009069886375
574	0.009038695365
575	0.008995045452
576	0.008956268242
577	0.008911189579
578	0.008872023422
579	0.008830510272
580	0.008830496635
581	0.008814150411
582	0.008814144604
583	0.008776271285
584	0.00875562635
585	0.008703171457
586	0.008655108842
587	0.008613833979
588	0.008613812578
589	0.008600690486
590	0.008572315543
591	0.008533875735
592	0.008480241146
593	0.008452053467
594	0.008424456549
595	0.008389583819
596	0.008377438174
597	0.008368521032
598	0.008368514833
599	0.008356445202
600	0.008340623578
601	0.008299154601
602	0.00827282044
603	0.008239141565
604	0.008217985015
605	0.008181824407
606	0.008159696436
607	0.008136574401
608	0.008121213367
609	0.008099008729
610	0.008099008729
611	0.008091031689
612	0.008091029732
613	0.008082118854
614	0.008041999349
615	0.008035806078
616	0.00802083647
617	0.008015656967
618	0.007983321562
619	0.007961221451
620	0.007944420184
621	0.007935627732
622	0.007899562518
623	0.007879906231
624	0.007857575988
625	0.007833037079
626	0.007800832301
627	0.007753805443
628	0.00771562278
629	0.007704935899
630	0.007696874688
631	0.007643898915
632	0.007618661128
633	0.007591073801
634	0.007573997446
635	0.007553536904
636	0.007553532271
637	0.00752815048
638	0.007528145977
639	0.007508700182
640	0.007501096822
641	0.007494466254
642	0.007476571158
643	0.007441853002
644	0.007423492619
645	0.007411812196
646	0.007402687498
647	0.007402687498
648	0.007390022017
649	0.007378031533
650	0.007356706381
651	0.007351729409
652	0.007339244079
653	0.007306074404
654	0.007257204729
655	0.007257203424
656	0.007237909854
657	0.007231018096
658	0.007230996825
659	0.007230732437
660	0.007209032366
661	0.007190491374
662	0.007186844496
663	0.007174366703
664	0.007150089636
665	0.007150046833
666	0.00715002367
667	0.007108537043
668	0.007108537043
669	0.007099205572
670	0.007099205213
671	0.007064302403
672	0.007039561843
673	0.007039561843
674	0.007025474692
675	0.007008814883
676	0.007008806238
677	0.007008802454
678	0.00699819498
679	0.006998185552
680	0.006993293925
681	0.006964045238
682	0.006952435545
683	0.006952431434
684	0.006952414665
685	0.006935895044
686	0.006935872533
687	0.006912794737
688	0.00688036061
689	0.00688034805
690	0.006854148008
691	0.006854142135
692	0.006854139134
693	0.006854138644
694	0.006841884556
695	0.006828582313
696	0.006828575788
697	0.006818286858
698	0.006818288294
699	0.006818283857
700	0.006795270885
701	0.006795249386
702	0.006785847185
703	0.006785835865
704	0.006777108792
705	0.006773219777
706	0.006765058377
707	0.006749163251
708	0.006730381589
709	0.006692379631
710	0.006682625186
711	0.006682615856
712	0.006669664422
713	0.006648264789
714	0.00663079146
715	0.006630784674
716	0.006630786077
717	0.00661997033
718	0.006619964588
719	0.006598806179
720	0.006598801873
721	0.006598787714
722	0.006592646054
723	0.006584771096
724	0.006584761733
725	0.006584755828
726	0.006584754816
727	0.006570457368
728	0.006570454465
729	0.006560297631
730	0.006560277175
731	0.00656026853
732	0.006541339537
733	0.006512912493
734	0.006488116863
735	0.006456823511
736	0.006456813658
737	0.006432232142
738	0.00640711128
739	0.006407105342
740	0.006389598737
741	0.006389584708
742	0.006389568461
743	0.006371160544
744	0.006355457934
745	0.00634470016
746	0.006344693798
747	0.006327778117
748	0.006319508405
749	0.006297562086
750	0.006297549199
751	0.006297533213
752	0.00629752062
753	0.006297512758
754	0.006287265065
755	0.006278993298
756	0.006278973886
757	0.006266067213
758	0.006239422828
759	0.006220306865
760	0.006208946911
761	0.006173061587
762	0.006173046874
763	0.006173032127
764	0.006162973558
765	0.006162966185
766	0.006154096087
767	0.006154094424
768	0.006145147952
769	0.006145149094
770	0.006145147854
771	0.006145152487
772	0.006135029028
773	0.006114000203
774	0.006083943867
775	0.006062395141
776	0.006042157847
777	0.006042153867
778	0.006029631443
779	0.00602962929
780	0.006002182281
781	0.00597578646
782	0.005975785416
783	0.005975779185
784	0.005970660852
785	0.005970658112
786	0.005970659025
787	0.005956810651
788	0.005956807943
789	0.005956806116
790	0.005944471609
791	0.005944473957
792	0.005944473762
793	0.00594446877
794	0.005944466258
795	0.005944467041
796	0.005944468216
797	0.00594445572
798	0.005944448902
799	0.005944441301
800	0.005944439245
801	0.005944434025
802	0.005944422835
803	0.005944409851
804	0.005944403913
805	0.005944402184
806	0.005944396083
807	0.005944396083
808	0.005944387242
809	0.005944377259
810	0.005944370538
811	0.005944366623
812	0.005944365612
813	0.005944364666
814	0.005944352334
815	0.005944347342
816	0.005944342645
817	0.005944333412
818	0.005944316056
819	0.005944315175
820	0.00593219465
821	0.005914076567
822	0.005914062963
823	0.005907755147
824	0.0058898287
825	0.005889831473
826	0.005889824263
827	0.005889828602
828	0.005889828602
829	0.005889814475
830	0.005889804231
831	0.005889801622
832	0.005889794836
833	0.005889793759
834	0.005889789485
835	0.005889785505
836	0.005889777871
837	0.005889774576
838	0.005889774576
839	0.005889774576
840	0.00588977102
841	0.005889764299
842	0.00588975213
843	0.005889749259
844	0.005889752718
845	0.005889738298
846	0.005889729554
847	0.005889725117
848	0.00587235896
849	0.00587235896
850	0.005867721281
851	0.005867718704
852	0.00586771903
853	0.005861954214
854	0.005838494583
855	0.005830227578
856	0.005830233288
857	0.005830223272
858	0.005830226795
859	0.005830215997
860	0.00583021169
861	0.00583021169
862	0.005830204415
863	0.005817677946
864	0.005804536541
865	0.005792318078
866	0.005792299874
867	0.005792299874
868	0.005792299874
869	0.005792299874
870	0.005792299874
871	0.005792299874
872	0.005792299874
873	0.005792299874
874	0.005792299874
875	0.005792299874
876	0.005792299874
877	0.005792299874
878	0.005792299874
879	0.005792299874
880	0.005792299874
881	0.005792299874
882	0.005792299874
883	0.005792299874
884	0.005792299874
885	0.005792299874
886	0.005792299874
887	0.005792299874
888	0.005792299874
889	0.005792299874
890	0.005792299874
891	0.005792299874
892	0.005792299874
893	0.005792299874
894	0.005785146468
895	0.005785144772
896	0.005785141933
897	0.005785133582
898	0.005785132864
899	0.005785117857
900	0.005785125067
901	0.005785112474
902	0.005785109962
903	0.005785106764
904	0.005785106014
905	0.005785098217
906	0.005785094074
907	0.005785088071
908	0.005785085917
909	0.005785083764
910	0.005785065331
911	0.00578505848
912	0.005785049933
913	0.00578505052
914	0.00578504455
915	0.005785034665
916	0.005785040831
917	0.005785038514
918	0.005785033197
919	0.00578503212
920	0.005785031892
921	0.005785024257
922	0.00578501956
923	0.005785017341
924	0.005785013622
925	0.005785012317
926	0.005785001942
927	0.0057849993
928	0.005784994113
929	0.005784989154
930	0.005784986739
931	0.005784977507
932	0.005784972842
933	0.005784971928
934	0.005784971928
935	0.005784971928
936	0.005784971928
937	0.005784971928
938	0.005784971928
939	0.005784971602
940	0.005784947917
941	0.005784932681
942	0.005784932681
943	0.005784932681
944	0.005784932681
945	0.005784932681
946	0.005784932681
947	0.005784932681
948	0.005768147334
949	0.005768140059
950	0.005768138134
951	0.005768136503
952	0.005768131414
953	0.005768125998
954	0.005768120289
955	0.005768119049
956	0.005768116276
957	0.005768112753
958	0.005768107272
959	0.005768104564
960	0.005768096865
961	0.005768091514
962	0.005768091612
963	0.005768079998
964	0.005768068188
965	0.005768054681
966	0.005768048581
967	0.00576804062
968	0.00576803801
969	0.005768034454
970	0.005768037847
971	0.005768034748
972	0.00576803129
973	0.005768032171
974	0.00576802806
975	0.005768025319
976	0.005768016413
977	0.005768010932
978	0.005768004831
979	0.005768003004
980	0.005767999318
981	0.005767993804
982	0.005767991194
983	0.005767989433
984	0.005767983104
985	0.005767975502
986	0.005767969662
987	0.005767961767
988	0.005767959059
989	0.005767960625
990	0.00576795335
991	0.005767948587
992	0.005767944117
993	0.005767942127
994	0.005767922814
995	0.005767912309
996	0.005767891201
997	0.005767888265
998	0.00576788386
999	0.005767881642
